,Timestamp,Machine,Temperature,Pressure,PartLength,PartResistance
32,2022-03-08 00:02:35,1,303,100,50.30798165,5.938298766
33,2022-03-08 00:02:40,1,303,100,50.9864002,5.60539574
34,2022-03-08 00:02:45,1,303,100,48.89109659,5.957763005
35,2022-03-08 00:02:50,1,303,100,48.16908056,5.861341693
36,2022-03-08 00:02:55,1,303,100,49.58266824,5.615478152
37,2022-03-08 00:03:00,1,303,100,49.51883856,5.556719162
38,2022-03-08 00:03:05,1,303,100,51.19192014,6.117722484
39,2022-03-08 00:03:10,1,303,100,50.65693602,6.256773134
40,2022-03-08 00:03:15,1,303,100,50.2277145,5.957043293
41,2022-03-08 00:03:20,1,303,100,49.6595168,5.881316766
42,2022-03-08 00:03:25,1,303,100,49.3264687,5.874092885
43,2022-03-08 00:03:30,1,303,100,49.50497652,6.10633629
44,2022-03-08 00:03:35,1,303,100,50.8329826,5.631486537
45,2022-03-08 00:03:40,1,303,100,49.63828807,5.569710636
46,2022-03-08 00:03:45,1,303,100,49.33365408,6.188647243
47,2022-03-08 00:03:50,1,303,100,50.07971747,5.480273589
48,2022-03-08 00:03:55,1,303,100,50.53640387,5.58014088
49,2022-03-08 00:04:00,1,303,100,50.97703751,5.935577304
50,2022-03-08 00:04:05,1,303,100,50.37178917,6.143121811
51,2022-03-08 00:04:10,1,303,100,51.23347689,5.996893854
52,2022-03-08 00:04:15,1,303,100,50.75168898,5.657498424
53,2022-03-08 00:04:20,1,303,100,49.37984475,5.868912832
54,2022-03-08 00:04:25,1,303,100,48.98423575,5.404997289
55,2022-03-08 00:04:30,1,303,100,49.923339,6.02678428
56,2022-03-08 00:04:35,1,303,100,50.59704282,5.840661243
57,2022-03-08 00:04:40,1,303,100,51.36899015,5.894794258
58,2022-03-08 00:04:45,1,303,100,48.48822422,6.235575025
59,2022-03-08 00:04:50,1,303,100,49.79691268,6.046349352
60,2022-03-08 00:04:55,1,303,100,50.94770615,5.864476436
61,2022-03-08 00:05:00,1,303,100,48.46077373,6.005165474
62,2022-03-08 00:05:05,1,303,100,50.08690266,6.006815205
63,2022-03-08 00:05:10,1,303,100,51.5005773,6.303462549
64,2022-03-08 00:05:15,1,303,100,50.81591359,6.370132424
65,2022-03-08 00:05:20,1,303,100,49.93618913,5.879952439
66,2022-03-08 00:05:25,1,303,100,48.92405634,5.580841263
67,2022-03-08 00:05:30,1,303,100,50.78717663,6.404450838
68,2022-03-08 00:05:35,1,303,100,50.33965179,5.342128932
69,2022-03-08 00:05:40,1,303,100,50.32509233,6.447937475
70,2022-03-08 00:05:45,1,303,100,48.50735029,6.033946827
71,2022-03-08 00:05:50,1,303,100,49.74691324,5.814350196
72,2022-03-08 00:05:55,1,303,100,52.19969821,6.096065847
73,2022-03-08 00:06:00,1,303,100,49.78633872,5.676877116
74,2022-03-08 00:06:05,1,303,100,49.18391086,6.388640686
75,2022-03-08 00:06:10,1,303,100,50.28492493,6.204184325
76,2022-03-08 00:06:15,1,303,100,50.58251117,5.945069733
77,2022-03-08 00:06:20,1,303,100,49.834995,6.57514839
78,2022-03-08 00:06:25,1,303,100,51.50682088,5.859552775
79,2022-03-08 00:06:30,1,303,100,49.8730407,5.853221231
80,2022-03-08 00:06:35,1,303,100,50.47384574,5.944440469
81,2022-03-08 00:06:40,1,303,100,49.86729431,6.926479119
82,2022-03-08 00:06:45,1,303,100,51.9816132,6.12437027
83,2022-03-08 00:06:50,1,303,100,50.41088018,6.148658576
84,2022-03-08 00:06:55,1,303,100,49.63663364,5.853463612
85,2022-03-08 00:07:00,1,303,100,49.12589341,6.523985546
86,2022-03-08 00:07:05,1,303,100,52.40876842,5.856224413
87,2022-03-08 00:07:10,1,303,100,50.50977521,6.275435873
88,2022-03-08 00:07:15,1,303,100,51.88168383,6.123936449
89,2022-03-08 00:07:20,1,303,100,49.97663816,6.089860349
90,2022-03-08 00:07:25,1,303,100,50.5415845,5.963527007
91,2022-03-08 00:07:30,1,303,100,50.89647069,6.922170198
92,2022-03-08 00:07:35,1,303,100,48.93139493,5.588009523
93,2022-03-08 00:07:40,1,303,100,51.19011774,5.745559428
94,2022-03-08 00:07:45,1,303,100,49.38827185,6.206872431
95,2022-03-08 00:07:50,1,303,100,48.88377798,6.076224241
96,2022-03-08 00:07:55,1,303,100,49.47699275,6.062606613
97,2022-03-08 00:08:00,1,303,100,49.65038884,6.308606013
98,2022-03-08 00:08:05,1,303,100,49.64159695,6.03825113
99,2022-03-08 00:08:10,1,303,100,50.42256546,5.89057903
100,2022-03-08 00:08:15,1,303,100,50.11910736,5.740552162
101,2022-03-08 00:08:20,1,303,100,50.93936654,6.146970536
102,2022-03-08 00:08:25,1,303,100,49.28339686,6.517855548
103,2022-03-08 00:08:30,1,303,100,50.31433643,5.825977113
104,2022-03-08 00:08:35,1,303,100,49.55120828,6.144425173
105,2022-03-08 00:08:40,1,303,100,52.82354506,5.094616595
106,2022-03-08 00:08:45,1,303,100,48.7550966,6.06718935
107,2022-03-08 00:08:50,1,303,100,49.94510074,6.328673526
108,2022-03-08 00:08:55,1,303,100,50.57250065,6.403732388
109,2022-03-08 00:09:00,1,303,100,49.43884436,5.984354061
110,2022-03-08 00:09:05,1,303,100,52.1958827,6.302552266
111,2022-03-08 00:09:10,1,303,100,48.51731271,5.990916256
112,2022-03-08 00:09:15,1,303,100,50.82101513,6.150795024
113,2022-03-08 00:09:20,1,303,100,50.61280451,6.13500804
114,2022-03-08 00:09:25,1,303,100,50.35207491,5.844289029
115,2022-03-08 00:09:30,1,303,100,51.23686789,5.829792652
116,2022-03-08 00:09:35,1,303,100,49.40694096,6.615285491
117,2022-03-08 00:09:40,1,303,100,50.11713761,6.051412429
118,2022-03-08 00:09:45,1,303,100,49.14671358,5.551966562
119,2022-03-08 00:09:50,1,303,100,49.1381127,5.63058706
120,2022-03-08 00:09:55,1,303,100,50.99910616,6.299070847
121,2022-03-08 00:10:00,1,303,100,48.61786016,6.017677199
122,2022-03-08 00:10:05,1,303,100,50.51210555,6.009187224
123,2022-03-08 00:10:10,1,303,100,50.95059435,6.019493615
124,2022-03-08 00:10:15,1,303,100,48.91822633,5.243753067
125,2022-03-08 00:10:20,1,303,100,49.35433526,5.998275752
126,2022-03-08 00:10:25,1,303,100,49.50076479,6.297985635
127,2022-03-08 00:10:30,1,303,100,47.94445669,5.789816803
128,2022-03-08 00:10:35,1,303,100,50.99626667,6.355430139
129,2022-03-08 00:10:40,1,303,100,50.98559404,6.840382868
130,2022-03-08 00:10:45,1,303,100,49.53619598,6.181268175
131,2022-03-08 00:10:50,1,303,100,52.09803324,5.601706441
132,2022-03-08 00:10:55,1,303,100,49.75285276,5.581533717
133,2022-03-08 00:11:00,1,303,100,50.20235363,6.711525298
134,2022-03-08 00:11:05,1,303,100,49.2391431,5.377947313
135,2022-03-08 00:11:10,1,303,100,49.83875371,4.699433238
136,2022-03-08 00:11:15,1,303,100,48.41427895,6.561604447
137,2022-03-08 00:11:20,1,303,100,49.95681275,5.853441317
138,2022-03-08 00:11:25,1,303,100,50.66114477,6.021971199
139,2022-03-08 00:11:30,1,303,100,49.15814673,6.742676402
140,2022-03-08 00:11:35,1,303,100,50.52180097,5.858001681
141,2022-03-08 00:11:40,1,303,100,48.48997822,5.798404885
142,2022-03-08 00:11:45,1,303,100,50.54106199,5.703825039
143,2022-03-08 00:11:50,1,303,100,47.66795837,6.398008381
144,2022-03-08 00:11:55,1,303,100,48.67608373,6.608581204
145,2022-03-08 00:12:00,1,303,100,49.01154934,5.7330677
146,2022-03-08 00:12:05,1,303,100,49.34003122,6.138715448
147,2022-03-08 00:12:10,1,303,100,49.39910318,5.569262799
148,2022-03-08 00:12:15,1,303,100,49.69771529,6.074470474
149,2022-03-08 00:12:20,1,303,100,50.65460808,6.71404035
150,2022-03-08 00:12:25,1,303,100,49.08257336,6.684553241
151,2022-03-08 00:12:30,1,303,100,50.63337019,5.855591038
152,2022-03-08 00:12:35,1,303,100,50.02293515,6.150689479
153,2022-03-08 00:12:40,1,303,100,49.39916878,5.742961449
154,2022-03-08 00:12:45,1,303,100,47.88786656,6.518392841
155,2022-03-08 00:12:50,1,303,100,48.98263961,5.804532304
156,2022-03-08 00:12:55,1,303,100,52.42450863,5.882701592
157,2022-03-08 00:13:00,1,303,100,49.8336524,5.613703198
158,2022-03-08 00:13:05,1,303,100,49.38002714,5.809813989
159,2022-03-08 00:13:10,1,303,100,50.0317257,6.416137871
160,2022-03-08 00:13:15,1,303,100,49.17588452,5.801702299
161,2022-03-08 00:13:20,1,303,100,49.99615652,6.150911387
162,2022-03-08 00:13:25,1,303,100,48.85136511,5.614273411
163,2022-03-08 00:13:30,1,303,100,50.49397453,5.519744712
164,2022-03-08 00:13:35,1,303,100,48.51832241,5.919315899
165,2022-03-08 00:13:40,1,303,100,49.50867539,6.105089536
166,2022-03-08 00:13:45,1,303,100,49.44215149,6.009283125
167,2022-03-08 00:13:50,1,303,100,49.06430822,5.645536577
168,2022-03-08 00:13:55,1,303,100,48.64657175,5.830270504
169,2022-03-08 00:14:00,1,303,100,51.32087047,6.642057391
170,2022-03-08 00:14:05,1,303,100,49.2158982,5.989716584
171,2022-03-08 00:14:10,1,303,100,51.01837055,5.633541598
172,2022-03-08 00:14:15,1,303,100,49.15015545,6.03596579
173,2022-03-08 00:14:20,1,303,100,50.21526844,6.188550794
174,2022-03-08 00:14:25,1,303,100,48.91929573,6.380797412
175,2022-03-08 00:14:30,1,303,100,49.7555835,5.834769383
176,2022-03-08 00:14:35,1,303,100,50.23497761,6.06774941
177,2022-03-08 00:14:40,1,303,100,49.67292487,5.89626576
178,2022-03-08 00:14:45,1,303,100,48.18989054,6.182792591
179,2022-03-08 00:14:50,1,303,100,50.23155355,5.869315492
180,2022-03-08 00:14:55,1,303,100,48.65507399,5.888266089
181,2022-03-08 00:15:00,1,303,100,49.42003648,6.469627815
182,2022-03-08 00:15:05,1,303,100,48.63941687,5.594473324
183,2022-03-08 00:15:10,1,303,100,49.68447873,6.695994852
184,2022-03-08 00:15:15,1,303,100,49.9925919,5.774090312
185,2022-03-08 00:15:20,1,303,100,48.42428123,6.057130194
186,2022-03-08 00:15:25,1,303,100,51.92960482,6.440619052
187,2022-03-08 00:15:30,1,303,100,50.9900743,6.42144467
188,2022-03-08 00:15:35,1,303,100,51.65095245,5.929366033
189,2022-03-08 00:15:40,1,303,100,48.60166515,6.319425941
190,2022-03-08 00:15:45,1,303,100,51.5674374,6.46683616
191,2022-03-08 00:15:50,1,303,100,49.52424443,5.924796129
192,2022-03-08 00:15:55,1,303,100,48.39647052,6.249726308
193,2022-03-08 00:16:00,1,303,100,49.42893728,5.937154281
194,2022-03-08 00:16:05,1,303,100,49.6396147,6.042827693
195,2022-03-08 00:16:10,1,303,100,49.50022268,5.799388153
196,2022-03-08 00:16:15,1,303,100,50.96631843,5.871306601
197,2022-03-08 00:16:20,1,303,100,48.60582856,6.096268705
198,2022-03-08 00:16:25,1,303,100,49.43098017,6.647899083
199,2022-03-08 00:16:30,1,303,100,49.36116389,6.093632597
200,2022-03-08 00:16:35,1,303,100,50.15448558,5.353440977
201,2022-03-09,1,303,200,49.62569528,5.587751506
202,2022-03-09 00:00:05,1,303,200,47.62173872,4.96309697
203,2022-03-09 00:00:10,1,303,200,50.37575886,5.913038279
204,2022-03-09 00:00:15,1,303,200,49.88684804,5.46051387
205,2022-03-09 00:00:20,1,303,200,50.78120178,5.591648077
206,2022-03-09 00:00:25,1,303,200,49.82251022,5.705486026
207,2022-03-09 00:00:30,1,303,200,48.24849046,5.539539688
208,2022-03-09 00:00:35,1,303,200,48.31791862,5.088234188
209,2022-03-09 00:00:40,1,303,200,51.97038565,5.989433388
210,2022-03-09 00:00:45,1,303,200,48.76876624,5.255730521
211,2022-03-09 00:00:50,1,303,200,51.25672188,4.916377853
212,2022-03-09 00:00:55,1,303,200,52.61682712,5.170980239
213,2022-03-09 00:01:00,1,303,200,49.24351175,5.141128843
214,2022-03-09 00:01:05,1,303,200,47.5573094,5.892871466
215,2022-03-09 00:01:10,1,303,200,50.91666814,5.278284137
216,2022-03-09 00:01:15,1,303,200,50.56496998,5.819049
217,2022-03-09 00:01:20,1,303,200,50.08593143,5.548602508
218,2022-03-09 00:01:25,1,303,200,50.59087851,5.353501602
219,2022-03-09 00:01:30,1,303,200,48.62693568,5.193633983
220,2022-03-09 00:01:35,1,303,200,49.14583998,4.665379698
221,2022-03-09 00:01:40,1,303,200,51.27419233,5.151195766
222,2022-03-09 00:01:45,1,303,200,50.38455861,5.186123136
223,2022-03-09 00:01:50,1,303,200,49.91475917,5.633859411
224,2022-03-09 00:01:55,1,303,200,50.75022325,4.892711242
225,2022-03-09 00:02:00,1,303,200,49.37678182,5.365562113
226,2022-03-09 00:02:05,1,303,200,49.29937144,5.009218891
227,2022-03-09 00:02:10,1,303,200,50.72892716,4.968040395
228,2022-03-09 00:02:15,1,303,200,51.70108132,5.087554526
229,2022-03-09 00:02:20,1,303,200,48.89703933,5.312794933
230,2022-03-09 00:02:25,1,303,200,50.99981425,5.358011651
231,2022-03-09 00:02:30,1,303,200,49.23180533,4.798488745
232,2022-03-09 00:02:35,1,303,200,51.52731138,5.276863199
233,2022-03-09 00:02:40,1,303,200,50.14696641,5.313701103
234,2022-03-09 00:02:45,1,303,200,48.47352448,4.219944065
235,2022-03-09 00:02:50,1,303,200,48.29357504,5.046190468
236,2022-03-09 00:02:55,1,303,200,49.65745341,5.397007895
237,2022-03-09 00:03:00,1,303,200,50.06039038,4.831574573
238,2022-03-09 00:03:05,1,303,200,50.81066784,5.380066533
239,2022-03-09 00:03:10,1,303,200,49.20147034,5.34548561
240,2022-03-09 00:03:15,1,303,200,50.24033626,5.55333396
241,2022-03-09 00:03:20,1,303,200,50.64188995,4.643132742
242,2022-03-09 00:03:25,1,303,200,49.07444108,5.019849143
243,2022-03-09 00:03:30,1,303,200,49.72730464,5.420293641
244,2022-03-09 00:03:35,1,303,200,48.9342974,5.764767784
245,2022-03-09 00:03:40,1,303,200,49.89683607,4.7168881
246,2022-03-09 00:03:45,1,303,200,51.43204947,5.734127023
247,2022-03-09 00:03:50,1,303,200,49.55407708,5.14870254
248,2022-03-09 00:03:55,1,303,200,49.09581302,5.531540347
249,2022-03-09 00:04:00,1,303,200,50.97126659,5.144547018
250,2022-03-09 00:04:05,1,303,200,51.3450761,5.908433186
251,2022-03-09 00:04:10,1,303,200,49.95533663,4.992905637
252,2022-03-09 00:04:15,1,303,200,50.97705861,5.063196127
253,2022-03-09 00:04:20,1,303,200,49.91003918,5.872455423
254,2022-03-09 00:04:25,1,303,200,51.0235064,5.761431975
255,2022-03-09 00:04:30,1,303,200,48.16946574,5.039350666
256,2022-03-09 00:04:35,1,303,200,50.62505544,5.227058672
257,2022-03-09 00:04:40,1,303,200,47.99895633,5.285534262
258,2022-03-09 00:04:45,1,303,200,49.8273086,4.712587319
259,2022-03-09 00:04:50,1,303,200,52.36598138,6.137632219
260,2022-03-09 00:04:55,1,303,200,49.63734777,4.903497114
261,2022-03-09 00:05:00,1,303,200,49.91923869,5.677778384
262,2022-03-09 00:05:05,1,303,200,48.40891469,5.832877703
263,2022-03-09 00:05:10,1,303,200,49.61516482,5.823001274
264,2022-03-09 00:05:15,1,303,200,50.22757917,6.171941339
265,2022-03-09 00:05:20,1,303,200,47.5643407,5.24502622
266,2022-03-09 00:05:25,1,303,200,50.90802898,5.326128539
267,2022-03-09 00:05:30,1,303,200,51.00328184,4.983285596
268,2022-03-09 00:05:35,1,303,200,51.43812653,5.033403296
269,2022-03-09 00:05:40,1,303,200,49.85206666,5.69298012
270,2022-03-09 00:05:45,1,303,200,50.01269044,5.368698694
271,2022-03-09 00:05:50,1,303,200,50.28186915,5.316184469
272,2022-03-09 00:05:55,1,303,200,49.60602234,5.118975404
273,2022-03-09 00:06:00,1,303,200,48.69169381,5.738526328
274,2022-03-09 00:06:05,1,303,200,48.85266508,5.382556398
275,2022-03-09 00:06:10,1,303,200,49.06936573,4.968321527
276,2022-03-09 00:06:15,1,303,200,52.31263725,5.743727424
277,2022-03-09 00:06:20,1,303,200,49.33545525,5.663634812
278,2022-03-09 00:06:25,1,303,200,49.71616003,5.256156417
279,2022-03-09 00:06:30,1,303,200,50.92721936,5.590132234
280,2022-03-09 00:06:35,1,303,200,50.03200892,4.83615196
281,2022-03-09 00:06:40,1,303,200,48.84670788,5.458410615
282,2022-03-09 00:06:45,1,303,200,48.40978413,4.65143282
283,2022-03-09 00:06:50,1,303,200,50.41361394,6.174685909
284,2022-03-09 00:06:55,1,303,200,49.22733907,5.375876262
285,2022-03-09 00:07:00,1,303,200,49.67543415,5.54759184
286,2022-03-09 00:07:05,1,303,200,50.0494268,5.184715022
287,2022-03-09 00:07:10,1,303,200,49.18196052,5.259808467
288,2022-03-09 00:07:15,1,303,200,50.13892441,5.203650485
289,2022-03-09 00:07:20,1,303,200,50.07721864,5.722391779
290,2022-03-09 00:07:25,1,303,200,50.65020867,5.299626196
291,2022-03-09 00:07:30,1,303,200,49.07237295,5.272280634
292,2022-03-09 00:07:35,1,303,200,50.78725053,5.689332986
293,2022-03-09 00:07:40,1,303,200,49.49138761,5.35651992
294,2022-03-09 00:07:45,1,303,200,49.14192933,4.969436402
295,2022-03-09 00:07:50,1,303,200,49.53264547,5.439802869
296,2022-03-09 00:07:55,1,303,200,50.52100064,5.319845173
297,2022-03-09 00:08:00,1,303,200,50.08738991,4.645753858
298,2022-03-09 00:08:05,1,303,200,48.89152769,5.814477121
299,2022-03-09 00:08:10,1,303,200,50.23312516,5.409225585
300,2022-03-09 00:08:15,1,303,200,51.36370552,5.930570795
301,2022-03-09 00:08:20,1,303,200,48.61465224,5.121212534
302,2022-03-09 00:08:25,1,303,200,50.40939554,5.564529219
303,2022-03-09 00:08:30,1,303,200,49.96591798,5.257985076
304,2022-03-09 00:08:35,1,303,200,49.3184799,5.607242914
305,2022-03-09 00:08:40,1,303,200,49.67191691,5.3152629
306,2022-03-09 00:08:45,1,303,200,48.60537472,5.280391847
307,2022-03-09 00:08:50,1,303,200,49.1983666,5.452394008
308,2022-03-09 00:08:55,1,303,200,50.49157614,5.422148495
309,2022-03-09 00:09:00,1,303,200,49.054979,5.49122418
310,2022-03-09 00:09:05,1,303,200,50.75118181,5.213998779
311,2022-03-09 00:09:10,1,303,200,49.27900748,5.923702549
312,2022-03-09 00:09:15,1,303,200,48.05244534,5.30078259
313,2022-03-09 00:09:20,1,303,200,48.61831552,4.865768469
314,2022-03-09 00:09:25,1,303,200,49.61036328,5.294706608
315,2022-03-09 00:09:30,1,303,200,51.14941517,5.63979215
316,2022-03-09 00:09:35,1,303,200,48.69336679,4.981026648
317,2022-03-09 00:09:40,1,303,200,49.6767848,4.807754698
318,2022-03-09 00:09:45,1,303,200,49.6744646,5.857761042
319,2022-03-09 00:09:50,1,303,200,48.85221235,5.837262268
320,2022-03-09 00:09:55,1,303,200,51.23756876,5.906291163
321,2022-03-09 00:10:00,1,303,200,49.61659572,5.329060964
322,2022-03-09 00:10:05,1,303,200,52.01358791,5.083437869
323,2022-03-09 00:10:10,1,303,200,49.99175891,5.603267143
324,2022-03-09 00:10:15,1,303,200,49.97779142,4.882248432
325,2022-03-09 00:10:20,1,303,200,47.64272242,5.107302933
326,2022-03-09 00:10:25,1,303,200,51.05050496,4.86437192
327,2022-03-09 00:10:30,1,303,200,49.61440275,5.628873225
328,2022-03-09 00:10:35,1,303,200,48.10092553,5.082603787
329,2022-03-09 00:10:40,1,303,200,47.6364997,5.532057807
330,2022-03-09 00:10:45,1,303,200,48.53212657,5.70928311
331,2022-03-09 00:10:50,1,303,200,49.87799245,5.091291349
332,2022-03-09 00:10:55,1,303,200,50.40654476,5.447688881
333,2022-03-09 00:11:00,1,303,200,50.58038448,5.539273805
334,2022-03-09 00:11:05,1,303,200,49.16395544,4.687026742
335,2022-03-09 00:11:10,1,303,200,50.25466355,5.053091712
336,2022-03-09 00:11:15,1,303,200,48.42546385,5.759468286
337,2022-03-09 00:11:20,1,303,200,49.14817818,5.200563923
338,2022-03-09 00:11:25,1,303,200,49.14499343,5.05728584
339,2022-03-09 00:11:30,1,303,200,49.25056991,4.919754252
340,2022-03-09 00:11:35,1,303,200,48.89255176,5.589672017
341,2022-03-09 00:11:40,1,303,200,50.70730257,5.653499193
342,2022-03-09 00:11:45,1,303,200,48.37414524,5.702637765
343,2022-03-09 00:11:50,1,303,200,48.03031546,5.776740411
344,2022-03-09 00:11:55,1,303,200,49.26396868,5.42063283
345,2022-03-09 00:12:00,1,303,200,51.74248143,5.085896028
346,2022-03-09 00:12:05,1,303,200,50.15825187,5.764560449
347,2022-03-09 00:12:10,1,303,200,49.79841697,5.268830368
348,2022-03-09 00:12:15,1,303,200,50.81374498,5.03399116
349,2022-03-09 00:12:20,1,303,200,48.10759892,5.427318187
350,2022-03-09 00:12:25,1,303,200,49.82448829,5.046456493
351,2022-03-09 00:12:30,1,303,200,49.77280182,4.408277098
352,2022-03-09 00:12:35,1,303,200,50.75260169,5.33946588
353,2022-03-09 00:12:40,1,303,200,49.57056319,5.166059056
354,2022-03-09 00:12:45,1,303,200,51.77517174,5.374998805
355,2022-03-09 00:12:50,1,303,200,51.87715787,5.182174062
356,2022-03-09 00:12:55,1,303,200,49.87604397,5.65401779
357,2022-03-09 00:13:00,1,303,200,50.9192815,5.437024375
358,2022-03-09 00:13:05,1,303,200,50.28860982,4.954601578
359,2022-03-09 00:13:10,1,303,200,48.54514478,5.486898087
360,2022-03-09 00:13:15,1,303,200,50.84706484,5.437176981
361,2022-03-09 00:13:20,1,303,200,49.13965864,5.427259828
362,2022-03-09 00:13:25,1,303,200,48.15556314,5.69646435
363,2022-03-09 00:13:30,1,303,200,49.99641477,5.440426423
364,2022-03-09 00:13:35,1,303,200,50.21332415,5.027190958
365,2022-03-09 00:13:40,1,303,200,50.16788069,5.147081119
366,2022-03-09 00:13:45,1,303,200,50.50625462,4.712020472
367,2022-03-09 00:13:50,1,303,200,48.26701332,5.648008823
368,2022-03-09 00:13:55,1,303,200,51.04094066,5.015285018
369,2022-03-09 00:14:00,1,303,200,47.84154112,6.080360087
370,2022-03-09 00:14:05,1,303,200,50.94153141,5.833081236
371,2022-03-09 00:14:10,1,303,200,48.99702899,4.901559
372,2022-03-09 00:14:15,1,303,200,50.7856521,5.327669671
373,2022-03-09 00:14:20,1,303,200,50.9504199,5.606779154
374,2022-03-09 00:14:25,1,303,200,50.14397724,4.483557507
375,2022-03-09 00:14:30,1,303,200,50.22403115,4.879236905
376,2022-03-09 00:14:35,1,303,200,48.90594347,4.912219619
377,2022-03-09 00:14:40,1,303,200,49.05531985,5.480827249
378,2022-03-09 00:14:45,1,303,200,50.04840496,5.316252546
379,2022-03-09 00:14:50,1,303,200,47.92397681,5.910318307
380,2022-03-09 00:14:55,1,303,200,48.65319695,5.781314986
381,2022-03-09 00:15:00,1,303,200,49.51903264,6.309252869
382,2022-03-09 00:15:05,1,303,200,47.97795349,5.562735077
383,2022-03-09 00:15:10,1,303,200,48.89025893,5.586730121
384,2022-03-09 00:15:15,1,303,200,48.92072698,5.541673809
385,2022-03-09 00:15:20,1,303,200,50.3825257,5.735140004
386,2022-03-09 00:15:25,1,303,200,49.81513381,5.924177997
387,2022-03-09 00:15:30,1,303,200,49.11528207,5.509293163
388,2022-03-09 00:15:35,1,303,200,49.6588958,5.983098427
389,2022-03-09 00:15:40,1,303,200,51.33625844,5.622512191
390,2022-03-09 00:15:45,1,303,200,49.86257778,5.593375593
391,2022-03-09 00:15:50,1,303,200,48.29448703,5.092835719
392,2022-03-09 00:15:55,1,303,200,51.63159792,5.747968235
393,2022-03-09 00:16:00,1,303,200,49.64105566,5.764112789
394,2022-03-09 00:16:05,1,303,200,49.73191674,5.188794347
395,2022-03-09 00:16:10,1,303,200,49.96446983,5.565597949
396,2022-03-09 00:16:15,1,303,200,50.14700782,5.225771919
397,2022-03-09 00:16:20,1,303,200,50.94896219,5.231480463
398,2022-03-09 00:16:25,1,303,200,49.98212193,5.719821287
399,2022-03-09 00:16:30,1,303,200,49.31484749,4.873895461
400,2022-03-09 00:16:35,1,303,200,50.05844893,5.405984379
401,2022-03-10,1,303,300,51.34635856,4.764708479
402,2022-03-10 00:00:05,1,303,300,50.31901627,5.20334116
403,2022-03-10 00:00:10,1,303,300,49.65821044,4.904827985
404,2022-03-10 00:00:15,1,303,300,49.56333516,5.253029668
405,2022-03-10 00:00:20,1,303,300,49.83363588,4.029043996
406,2022-03-10 00:00:25,1,303,300,48.83741357,4.703917473
407,2022-03-10 00:00:30,1,303,300,51.69390127,4.673655989
408,2022-03-10 00:00:35,1,303,300,50.85863661,4.494189941
409,2022-03-10 00:00:40,1,303,300,48.35780178,4.363711677
410,2022-03-10 00:00:45,1,303,300,49.22627349,5.105554572
411,2022-03-10 00:00:50,1,303,300,48.8927481,4.51354736
412,2022-03-10 00:00:55,1,303,300,49.24552328,4.662088354
413,2022-03-10 00:01:00,1,303,300,49.40929939,4.768276018
414,2022-03-10 00:01:05,1,303,300,47.80296176,4.355460516
415,2022-03-10 00:01:10,1,303,300,48.94934501,4.863768998
416,2022-03-10 00:01:15,1,303,300,48.49938927,4.91346266
417,2022-03-10 00:01:20,1,303,300,49.38575907,4.754832857
418,2022-03-10 00:01:25,1,303,300,49.77841219,4.494122146
419,2022-03-10 00:01:30,1,303,300,51.03382015,4.171676301
420,2022-03-10 00:01:35,1,303,300,49.80696417,4.557660995
421,2022-03-10 00:01:40,1,303,300,48.46515904,4.817428467
422,2022-03-10 00:01:45,1,303,300,48.9234439,5.144022279
423,2022-03-10 00:01:50,1,303,300,49.94693044,4.576950809
